TextTweet,Compound Score,Sentiments
"guys, kpi key performance indicator method, please explain briefly how to find the internet, how do you get the data, thanks guys for responding.",0.6369,Positif
teach english duolingo help fill out the questionnaire or not if you reply,0.4019,Positif
"web make motion animation download watermark you know, try the dragon apk using the watermark which is big, the pdhl is good, the template makes a task huhu please",0.6369,Positif
"register on telkom batch, did you get an email?",0.0,Netral
"it's not a writing contest, that's the theme of the story, the benefits of the story, how do you understand it, because IG isn't clear, hehe, thanks",-0.2477,Negatif
cook the boarding house if the gas runs out together buy the boarding house,0.0,Netral
if the title of the thesis is effective using a good reliability formula,0.7184,Positif
I already like to be mellow and sad like that when I talk about dream campuses during high school solutions,0.5574,Positif
I'm tired of the organizational environment being cut off until I can't see the face,-0.6124,Negatif
being a butterfly student is good semester committee organization like that I'm not afraid that my cv is empty,0.5574,Positif
"Interested in helping to fill out the questionnaire or not, the requirements are active students, fresh graduates, thanks",0.8957,Positif
"Yesterday's students rejected the campus, taught students passed, failed to know that the field of business was open, students' skills were ready, thank you",-0.3818,Negatif
"Sis, help fill out the questionnaire, I really need the respondent's requirements for adoptive students, DM rep, thank you",0.6369,Positif
"Guys, help fill out the questionnaire. Carefully, the benefits of everyday mathematics",0.7003,Positif
I asked myself confused,-0.3182,Negatif
waah mngg tenang mitos full paper essay doesnt uas malming bsk,0.0,Netral
Trying to make double citations using Mendeley like ashes doesn't work like making it manually,0.1002,Positif
"Hi, just like the assignment, just click on the link, put it below, barter like, thanks",0.7845,Positif
"I just didn't ask when the Kamjar simulation was notified, the connection was broken, the connection notification was secure, right, I was afraid to save, answer huhuu",0.3612,Positif
"I swear I called Kating Blio, no news yet. If you call, pick up the mother. The brakes are really bad.",-0.7346,Negatif
Gess understands the payback period to help senders understand how it ends,0.4019,Positif
Using Zotero Mendeley wrong device,-0.4767,Negatif
How to make double citations like how to use Mendeley,0.3612,Positif
chat lecturer at gin polite no salty tia,-0.5996,Negatif
"you know, remove the sender, enter the citation, uh, a sign appears",0.0,Netral
"Guys, healthy kids don't ask about latent cells, actually, I'm confused, I'm looking for the right answer",0.1027,Positif
"hello, bro, being kpop, the wrong object is meticulous, it doesn't matter if you don't take the title of the kpop thesis, take a look at it, wkwkwk",-0.4895,Negatif
"Guys, I'm asking if I understand the thesis questionnaire, how to develop an indicator, how about a free indicator, what do you want",0.5574,Positif
thesis cauldron mapping theory guns,0.0,Netral
guys method of making trial papers,0.0,Netral
it's better to give a bouquet of real roses from a graduation friend's doll,0.4404,Positif
use mendeley dapus or not help my assignment,-0.3089,Negatif
"I asked when I came home from the semester break, the gallon of the boarding house was held closed tightly",0.0,Netral
"sempro guys, just ask for advice with the sempro week being afraid of going blank",0.0,Netral
"if the data is accurate, then how do you delete it, then if you delete it, how do you do it thoroughly",0.0,Netral
you know you're having gin but when you turn it on directly gin then the file is safe,0.5927,Positif
"guys, if the notes on the source of the Gramedia blog are valid",0.0,Netral
read abney level please help read how confused,0.4019,Positif
take influence,0.0,Netral
"guys, answer doubtfully",-0.296,Negatif
"Macbook gen is suitable for designing, editing videos, like going to college, if it lasts until you graduate",0.3612,Positif
hello there is an anastasi urbina psychological test ebook psychological test inventory ebook if rep dm xixi thanks,0.4404,Positif
"guys, the website suggestions are looking for inter-science journals, thanks",0.4404,Positif
"Guys, guys, connect on LinkedIn",0.0,Netral
"tired seconds, when the world is dizzy, just turn around, your head is heavy until you get dizzy, you're afraid to walk on campus, campus, stairs",-0.6908,Negatif
"I hope it's off-topic, when you see just now, it looks like it's spinning like it's shaking, fortunately, when it's a boarding house, what are you afraid of, what's wrong with sleeping on your side, gin, allergies cont",0.4767,Positif
"Gess, if a friend smells like ngode's armpit, gives a gift for a trial, perfume, deodorant, soap, gt makes my heart hurt, gasii, so that later I can graduate, I can get a job, it smells good, it annoys my work friends, I mean",0.9287,Positif
"Friends of college majors students are already teachers in the organization of the organizing committee, but they don't affect the process of finding teachers or not",0.2617,Positif
"You know, cheap online TOEFL, fast results, not official, but",0.0,Netral
if a lecturer at a private public university has a linear & sinta degree,0.0,Netral
ask via dm instagram office to bring inter-campus letter tia,0.5106,Positif
"guys, don't disaltyin, check the banner for the order, like that, the way the location of the photo is documented, if the banner image looks like it's printed, the installation service is polite, if it's cont",0.6124,Positif
Be faithful to me,0.4404,Positif
guys suggestions for laptops suitable for thesis anyway thank you for communication science,0.3612,Positif
"How about burn out, yesterday's test the day after yesterday, I'm tired physically and mentally, please",-0.1531,Negatif
if you are looking for net profit omg,0.4404,Positif
"good evening, all recommendations for journal books, fully discussed, discussing the pseudo-order reaction kinetics model, thanks",0.7003,Positif
tap the word mean click the space tab,0.0,Netral
"Guys, ask the tia engineering faculty practicum class",0.5106,Positif
"Suggestions for college laptops to last semester thesis, thx",0.3612,Positif
love,0.6369,Positif
kenan fill in the questionnaire carefully the criteria of individual respondents age delicious Korean content belonging to idols favorite character korean pop drama content reply open dm yaa tap dm accept cont,0.8689,Positif
"please provide info on the psychology bureau in Jakarta, thank you friends",0.7845,Positif
"carefully take the semiotic analysis of Ken's film and share it, Sander is stuck",0.1779,Positif
"spill it's good to take the short semester, plan the campus year sender to hold a short semester, sender take it",0.4404,Positif
"If you're told to choose a division, it's better to take a medical public relations event on a spill basis",0.4404,Positif
"I remember it was very funny, hehe",0.4927,Positif
tutor linjur mipa social ke social,0.0,Netral
"Friends ask if Microsoft Office is an unlicensed product, why are you confused, huhu, it doesn't work",0.2023,Positif
